Индекс,,,,Содержание,Тип
,,,Б1.В.ДВ.03.02,Технологии цифровой трансформации,
,,,Б1.В.ДВ.03.04,Проектирование ГИС,
,,,Б1.В.ДВ.04.03,Проектирование ИУС,
,,,Б1.В.ДВ.04.04,Геоинформационные системы и технологии,
,,,Б1.В.ДВ.05.03,Теория языков программирования,
,,,Б1.В.ДВ.07.01,Программные средства медиаиндустрии,
,,,Б1.В.ДВ.08.02,Мультиагентные системы,
,,,Б2.В.01(П),Преддипломная практика,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-2.2,,"– уметь писать программный код процедур интеграции программных модулей, использовать выбранную среду программирования для разработки процедур их интеграции 
– уметь применять методы и средства сборки модулей и компонент программного обеспечения, разработки процедур для развертывания программного обеспечения, миграции и преобразования данных, создания программных интерфейсов; выполнять процедуры сборки программных модулей и компонент в программный продукт
– уметь применять методы и средства проектирования программного обеспечения, структур данных, баз данных, программных интерфейсов; использовать существующие типовые решения и шаблоны проектирования программного обеспечения; проводить оценку и обоснование рекомендуемых решений; 
– уметь проводить оценку работоспособности программного продукта; документировать произведенные действия, выявленные проблемы и способы их устранения; 
– уметь производить настройки параметров программного продукта и осуществлять запуск процедур сборки
– уметь создавать резервные копии программ и данных, выполнять восстановление, обеспечивать целостность программного продукта и данных
– уметь проводить анализ исполнения требований, вырабатывать варианты реализации требований, выбирать средства реализации требований к программному обеспечению
",-
,,,Б1.В.03,Теория алгоритмов,
,,,Б1.В.06,Клиент-серверное программирование,
,,,Б1.В.13,Тестирование и контроль качества ПО,
,,,Б1.В.17,Разработка мобильного ПО,
,,,Б1.В.ДВ.01.04,Основы веб-картографии,
,,,Б1.В.ДВ.03.02,Технологии цифровой трансформации,
,,,Б1.В.ДВ.03.04,Проектирование ГИС,
,,,Б1.В.ДВ.04.03,Проектирование ИУС,
,,,Б1.В.ДВ.04.04,Геоинформационные системы и технологии,
,,,Б1.В.ДВ.05.03,Теория языков программирования,
,,,Б1.В.ДВ.07.01,Программные средства медиаиндустрии,
,,,Б1.В.ДВ.08.02,Мультиагентные системы,
,,,Б2.В.01(П),Преддипломная практика,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-2.3,,"– владеть навыком анализа возможностей реализации требований к программному обеспечению и оценки времени и трудоемкости реализации этих требований 
– владеть навыком разработки, изменения и согласования архитектуры программного обеспечения с системным аналитиком и архитектором программного обеспечения, 
– владеть навыком проектирования структур данных, баз данных и программных интерфейсов
– владеть навыком разработки и документирования программных интерфейсов
– владеть навыком разработки процедур сборки модулей и компонент программного обеспечения, развертывания и обновления программного обеспечения, миграции и преобразования (конвертации) данных
– владеть навыком проверки работоспособности выпусков программного продукта
– владеть навыком внесения изменений в процедуры сборки модулей и компонент программного обеспечения, развертывания программного обеспечения, миграции и преобразования данных
– владеть навыком подключения программного продукта к компонентам внешней среды
– владеть навыком разработки и согласования технических спецификаций на программные компоненты и их взаимодействие с архитектором программного обеспечения
– владеть навыком распределения заданий между программистами в соответствии с техническими спецификациями, оценки и согласования сроков выполнения поставленных задач
",-
,,,Б1.В.03,Теория алгоритмов,
,,,Б1.В.06,Клиент-серверное программирование,
,,,Б1.В.13,Тестирование и контроль качества ПО,
,,,Б1.В.17,Разработка мобильного ПО,
,,,Б1.В.ДВ.01.04,Основы веб-картографии,
,,,Б1.В.ДВ.03.02,Технологии цифровой трансформации,
,,,Б1.В.ДВ.03.04,Проектирование ГИС,
,,,Б1.В.ДВ.04.03,Проектирование ИУС,
,,,Б1.В.ДВ.04.04,Геоинформационные системы и технологии,
,,,Б1.В.ДВ.05.03,Теория языков программирования,
,,,Б1.В.ДВ.07.01,Программные средства медиаиндустрии,
,,,Б1.В.ДВ.08.02,Мультиагентные системы,
,,,Б2.В.01(П),Преддипломная практика,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-3,,,"Способность обеспечения эффективной работы баз данных, включая развертывание, сопровождение, оптимизация функционирования баз данных, являющихся частью различных информационных систем",ПК
,,ПК-3.1,,"– знать основные понятия статистики, методы статистических исследований результатов испытаний, основы статистического анализа
– знать основные критерии (показатели) работы БД.
– знать принципы построения архитектуры программного обеспечения и виды архитектуры программного обеспечения
– знать модели и структуры данных, физические модели и архитектуры БД; Особенности реализации структуры данных и управления данными в установленной БД
– знать языки и системы программирования БД
– знать профессиональные сведения о работе БД и методики их применения
– знать функционирование компонентов компьютерных систем и принципы их взаимодействия, структуру, компоненты и интерфейсы прикладных систем, взаимодействующих с БД; основы взаимодействия прикладной системы с БД 
",-
,,,Б1.В.04,Управление данными,
,,,Б1.В.07,Проектирование баз данных,
,,,Б1.В.12,Технологии внедрения программного обеспечения,
,,,Б1.В.14,Разработка ПО ГИС,
,,,Б1.В.16,Анализ больших данных,
,,,Б1.В.ДВ.04.04,Геоинформационные системы и технологии,
,,,Б1.В.ДВ.07.03,Проектирование ИС для корпоративного сектора (МДКП),
,,,Б2.В.01(П),Преддипломная практика,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-3.2,,"– уметь применять автоматизированные средства контроля состояния БД
– уметь обрабатывать статистические данные, применять методы статистических расчетов
– уметь осуществлять самостоятельный поиск информации, необходимой для выполнения профессиональных задач по управлению БД
– уметь применять методы оптимизации производительности БД и контролировать полученные результаты
– уметь выбирать способ действия в изменяющихся условиях рабочей ситуации; контролировать, оценивать и корректировать свои действия
– уметь применять языки и системы программирования БД для оптимизации выполнения запросов
– уметь анализировать информацию о работе БД, формулировать выводы, самостоятельно находить информацию, необходимую для описания работы БД, профессионально и понятно письменно излагать выводы, инструкции и рекомендации
– уметь локализовать проблемы в БД, понимать причины их возникновения и по возможности, готовить рекомендации по их устранению
",-
,,,Б1.В.04,Управление данными,
,,,Б1.В.07,Проектирование баз данных,
,,,Б1.В.12,Технологии внедрения программного обеспечения,
,,,Б1.В.14,Разработка ПО ГИС,
,,,Б1.В.16,Анализ больших данных,
,,,Б1.В.ДВ.04.04,Геоинформационные системы и технологии,
,,,Б1.В.ДВ.07.03,Проектирование ИС для корпоративного сектора (МДКП),
,,,Б2.В.01(П),Преддипломная практика,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-3.3,,"– владеть методами мониторинга работы БД, в том числе различными автоматизированными средствами
– владеть навыками выбора основных статистических показателей работы БД, анализа полученных статистических данных и формирования выводов об эффективности работы БД
– владеть навыками анализа возможностей по управлению оптимизацией производительности БД, выбора критериев оптимизации производительности БД; навыками статистического анализа запросов к БД, их классификации по различным признакам, выбора критериев оптимизации запросов к БД, оптимизации выполнения статистически значимых запросов к БД
– владеть навыком выработки типовых сценариев восстановления БД при различных сбоях
– владеть навыком анализа архитектуры прикладной системы с целью выявления наиболее подверженных сбоям компонентов БД
– владеть навыком анализа основных этапов сопровождения БД, подготовки рекомендаций по сопровождению БД, включая оптимизацию критических процессов взаимодействия с БД, подготовки документации в соответствии с установленными правилами и требованиями
– владеть навыком сбора информации о проблемах работы пользователей прикладной системы с БД
– владеть навыком подготовки предложений по выходу из обнаруженных проблемных ситуаций на уровне БД
",-
,,,Б1.В.04,Управление данными,
,,,Б1.В.07,Проектирование баз данных,
,,,Б1.В.12,Технологии внедрения программного обеспечения,
,,,Б1.В.14,Разработка ПО ГИС,
,,,Б1.В.16,Анализ больших данных,
,,,Б1.В.ДВ.04.04,Геоинформационные системы и технологии,
,,,Б1.В.ДВ.07.03,Проектирование ИС для корпоративного сектора (МДКП),
,,,Б2.В.01(П),Преддипломная практика,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-4,,,"Способность проводить юзабилити- исследование программных продуктов и/или аппаратных средств, в том числе планирование исследования, проведение, сбор и анализ данных",ПК
,,ПК-4.1,,"– знать основные принципы восприятия информации, паттерны поведения людей при использовании программных продуктов и аппаратных средств, стандарты, регламентирующие требования к эргономике взаимодействия человек – система, виды юзабилити-исследований
– знать Вербально-коммуникативные методы исследования (методы беседы, интервью, опроса), методы проведения удаленных опросов, методы натурных испытаний, методы анализа процессов и продуктов деятельности пользователей продукта, стандарты, регламентирующие требования к эргономике взаимодействия человек – система, методы измерений эргономических характеристик, типовые параметры, регистрируемые во время юзабилити-исследования
",-
,,,Б1.В.17,Разработка мобильного ПО,
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-4.2,,"– уметь анализировать интерфейс с точки зрения соответствия задачам пользователя, формулировать вопросы юзабилити-исследования, устанавливать соответствие между вопросами исследования и данными, которые будут получены в результате его проведения, планировать и проводить фокусированное интервью
– уметь работать с системами проведения юзабилити-исследований и системами анализа данных
– уметь анализировать данные, выявлять взаимосвязанные закономерности в полученных данных, составлять отчетную документацию, поддерживать обратную связь с заказчиком
",-
,,,Б1.В.17,Разработка мобильного ПО,
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-4.3,,"– владеть навыками изучения параметров, характеризующих качество интерфейса исследуемого продукта, в том числе его бизнес-задач
– владеть навыками организации рабочей среды  для проведения эксперимента, определения набора регистрируемых параметров, ведения и анализа протокола юзабилити-исследования
-  владеть навыками обработки собранных экспериментальных данных пользовательского исследования, выявления проблем, затрудняющих выполнение пользовательских задач, анализа интерфейса на соответствие бизнес-требованиям/бизнес-задачам
",-
,,,Б1.В.17,Разработка мобильного ПО,
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-5,,,"Способность учитывать влияние технологических процессов на разрабатываемый медиапродукт, включая составление требований к дизайн-макету, выработку возможных решений или подходов к изготовлению медиапродукта",ПК
,,ПК-5.1,,"–знать инструменты: средства для набора текста (текстовый процессор, XML-редактор), средства подготовки графических схем, средства визуального описания бизнес-процессов.
–знать инструменты: текстовые процессоры, средства подготовки графических схем, средства подготовки снимков экрана
–знать методику работы над текстом.
–знать технические требования к интерфейсной графике
–знать тенденции в графическом дизайне
–знать правила типографского набора текста
–знать методы представления статистической информации
–знать компьютерные программы моделирования
–знать компьютерные программы визуализации
–знать  компьютерные программы презентации
",-
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.01.01,Трехмерное моделирование и анимация,
,,,Б1.В.ДВ.03.01,Бизнес-процессы в медиаиндустрии,
,,,Б1.В.ДВ.04.01,Обработка медиа- контента Часть2,
,,,Б1.В.ДВ.05.01,Обработка медиа- контента Часть1,
,,,Б1.В.ДВ.06.01,Полиграфический процесс,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-5.2,,"–уметь описывать бизнес-процессы с помощью графических нотаций.
–уметь подготавливать графические схемы
–уметь создавать графические документы в программах подготовки растровых изображений
–уметь создавать графические документы в программах подготовки векторных изображений
–уметь верстать текст
–уметь работать с программами редактирования табличных данных
–уметь оптимизировать интерфейсную графику под различные разрешения экрана
–уметь работать с компьютерными программами моделирования
–уметь работать с компьютерными программами визуализации продукта
– уметь работать с компьютерными программами презентации продукта
",-
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.01.01,Трехмерное моделирование и анимация,
,,,Б1.В.ДВ.03.01,Бизнес-процессы в медиаиндустрии,
,,,Б1.В.ДВ.04.01,Обработка медиа- контента Часть2,
,,,Б1.В.ДВ.05.01,Обработка медиа- контента Часть1,
,,,Б1.В.ДВ.06.01,Полиграфический процесс,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-5.3,,"-иметь навыки подготовки иллюстраций
-иметь навыки составления описания информационной или математической модели
-иметь навыки визуализации цифровых данных (дизайн графиков и диаграмм)
-иметь навыки верстки таблиц
-иметь навыки создания компьютерных презентаций
-иметь навыки компьютерной визуализации модели продукта
",-
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.01.01,Трехмерное моделирование и анимация,
,,,Б1.В.ДВ.03.01,Бизнес-процессы в медиаиндустрии,
,,,Б1.В.ДВ.04.01,Обработка медиа- контента Часть2,
,,,Б1.В.ДВ.05.01,Обработка медиа- контента Часть1,
,,,Б1.В.ДВ.06.01,Полиграфический процесс,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-6,,,"Способность выполнения комплекса технологических операций для создания тематических информационных продуктов на основе использования пространственных данных, подготовки и предоставления информации",ПК
,,ПК-6.1,,"- знать теорию, методы и алгоритмы автоматизированной обработки космической информации;                                   – знать технологические операции по поддержанию работоспособности геоинформационных систем и их картографических подсистем;
– знать технологические операции анализа, подготовки и предоставлению информации по запросам пользователя ГИС;
– знать методы решения задач пользователей на основе комплексного космического обеспечения (ГИС, спутниковая навигация, ДЗЗ из космоса, гидрометеорологическое, картографическое и геодезическое обеспечение, связь и передача данных)
",-
,,,Б1.В.14,Разработка ПО ГИС,
,,,Б1.В.ДВ.01.04,Основы веб-картографии,
,,,Б1.В.ДВ.02.04,Анализ данных в ИС мониторинга,
,,,Б1.В.ДВ.05.04,Основы картографии,
,,,Б1.В.ДВ.06.04,Методы обработки аэрокосмической информации,
,,,Б1.В.ДВ.07.04,Применение ГИС в исследованиях (МДКП),
,,,Б1.В.ДВ.08.04,Пространственный анализ данных в ГИС,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,,ФТД.01,Системы дистанционного зондирования Земли,
,,ПК-6.2,,"-уметь: осуществлять основные технологические процессы получения наземной и аэрокосмической геопространственной информации
-уметь: использовать специализированные геоинформационные системы для обработки данных дистанционного зондирования и других геоизображений
–уметь: работать с инфраструктурой пространственных данных
",-
,,,Б1.В.14,Разработка ПО ГИС,
,,,Б1.В.ДВ.01.04,Основы веб-картографии,
,,,Б1.В.ДВ.02.04,Анализ данных в ИС мониторинга,
,,,Б1.В.ДВ.05.04,Основы картографии,
,,,Б1.В.ДВ.06.04,Методы обработки аэрокосмической информации,
,,,Б1.В.ДВ.07.04,Применение ГИС в исследованиях (МДКП),
,,,Б1.В.ДВ.08.04,Пространственный анализ данных в ГИС,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,,ФТД.01,Системы дистанционного зондирования Земли,
,,ПК-6.3,,"-иметь навыки: изучения пространственных характеристик интересуемого объекта наблюдения
-иметь навыки: создания электронных карт, атласов и других картографических произведений с использованием геоинформационных систем и их картографических подсистем
-иметь навыки: комплексного анализа информации о предмете поступающих информационных запросов, подготовка информации в соответствии с технологическим регламентом на поступивший информационный запрос
-иметь навыки: выявления основных закономерностей и зависимостей характеристик исследуемого объекта (процесса, явления) согласно регламенту решения тематической задачи; 
-иметь навыки: формулирования кратких выводов о состоянии объекта (процесса, явления), в отношении которого подготавливается управленческое решение,  формулирования предварительных рекомендаций для принятия управленческого решения
",-
,,,Б1.В.14,Разработка ПО ГИС,
,,,Б1.В.ДВ.01.04,Основы веб-картографии,
,,,Б1.В.ДВ.02.04,Анализ данных в ИС мониторинга,
,,,Б1.В.ДВ.05.04,Основы картографии,
,,,Б1.В.ДВ.06.04,Методы обработки аэрокосмической информации,
,,,Б1.В.ДВ.07.04,Применение ГИС в исследованиях (МДКП),
,,,Б1.В.ДВ.08.04,Пространственный анализ данных в ГИС,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,,ФТД.01,Системы дистанционного зондирования Земли,
,ПК-7,,,"Способность формировать, инициировать, контролировать, анализировать результаты выполнения задач управления ИТ-инфраструктурой и выполнять управленческие действия по результатам анализа",ПК
,,ПК-7.1,,знать: Стандарты и методики управления ИТ-инфраструктурой ,-
,,,Б1.В.21,Инструментальные средства информационных систем,
,,,Б1.В.ДВ.02.02,Методы цифровой трансформации,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-7.2,,"уметь: Управлять процессами, оценивать и контролировать качество процессов управления ИТ-инфраструктурой",-
,,,Б1.В.21,Инструментальные средства информационных систем,
,,,Б1.В.ДВ.02.02,Методы цифровой трансформации,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-7.3,,иметь навыки: Анализ результатов выполнения задач управления ИТ-инфраструктурой и выполнение управленческих действий по результатам анализа,-
,,,Б1.В.21,Инструментальные средства информационных систем,
,,,Б1.В.ДВ.02.02,Методы цифровой трансформации,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-9,,,Способность организовывать работы персонала для управления качеством проектов в области ИТ,ПК
,,ПК-9.1,,знать: Стандарты и методики оценки качества,-
,,,Б1.В.13,Тестирование и контроль качества ПО,
,,,Б1.В.ДВ.05.02,Правовые основы цифровизации производства,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-9.2,,уметь: Формировать целевое качество ресурсов ИТ и контролировать его достижение,-
,,,Б1.В.13,Тестирование и контроль качества ПО,
,,,Б1.В.ДВ.05.02,Правовые основы цифровизации производства,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-9.3,,"иметь навыки: Анализ качества ресурсов ИТ, целей, приоритетов и ограничений управления качеством ресурсов ИТ",-
,,,Б1.В.13,Тестирование и контроль качества ПО,
,,,Б1.В.ДВ.05.02,Правовые основы цифровизации производства,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-8,,,Способность подготавливать текст плана управления проектом и частных планов в его составе. Разрабатывать расписания проекта в соответствии с полученным заданием,ПК
,,ПК-8.1,,знать: Предметная область ,-
,,,Б1.В.15,Управление ИТ-проектами,
,,,Б1.В.ДВ.07.02,Моделирование,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-8.2,,уметь: Разрабатывать документы,-
,,,Б1.В.15,Управление ИТ-проектами,
,,,Б1.В.ДВ.07.02,Моделирование,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-8.3,,"иметь навыки: Подготовка текста плана управления проектом и частных планов в его
составе (управления качеством, персоналом, рисками, стоимостью, содержанием, временем, субподрядчиками, закупками, изменениями,
коммуникациями)
",-
,,,Б1.В.15,Управление ИТ-проектами,
,,,Б1.В.ДВ.07.02,Моделирование,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-10,,,"Способность проектировать интерфейс согласно требованиям концепции интерфейса. Описывать логику работы элементов интерфейса, их взаимосвязи, взаимодействия и вариантов состояний",ПК
,,ПК-10.1,,"знать: Стандарты, регламентирующие требования к эргономике взаимодействия человек-система. ",-
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.01.02,Интеллектуальные системы поддержки принятия решений,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-10.2,,уметь: Создавать интерактивные прототипы интерфейсы,-
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.01.02,Интеллектуальные системы поддержки принятия решений,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ПК-10.3,,иметь навыки: Проектирование интерфейса согласно требованиям концепции интерфейса,-
,,,Б1.В.18,Методы и средства отображения информации,
,,,Б1.В.ДВ.01.02,Интеллектуальные системы поддержки принятия решений,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
