,,,,Зн.2,Технологические стандарты
,,,A/15.4,,"Описание технологии обработки данных для возможности их использования в программном средстве, включая вопросы параллельной обработки"
,,,,ТД.1,"Определение состава и последовательности выполнения технологических операций по сбору, регистрации, подготовке, контролю, передаче, обработке и отображению информации, выполняемых внесистемно"
,,,,ТД.3,"Описание состава и последовательности выполнения технологических операций по приему, контролю, обработке, хранению, выдаче данных и других операций, выполняемых автоматизированным способом"
,,,,У.1,Описывать технологию обработки данных
,,,,У.2,Использовать современные CASE-средства
,,,,Зн.1,"Последовательность выполнения технологических операций по сбору, регистрации, подготовке, контролю, передаче, обработке и отображению информации, выполняемых внесистемно"
,,,,Зн.2,"Состав и последовательность выполнения технологических операций по приему, контролю, обработке, хранению, выдаче данных и других операций, выполняемых автоматизированным способом"
,,,A/17.4,,"Описание алгоритмов компонентов, включая методы и схемы"
,,,,ТД.1,"Описание применяемых математических методов и, при необходимости, описание допущений и ограничений, связанных с выбранным математическим материалом"
,,,,У.1,Описывать и использовать математические методы
,,,,Зн.2,Алгоритмы компонентов
,,C,,,Реализация программных средств
,,,C/02.4,,Испытания создаваемого программного средства и его компонентов
,,,,ТД.1,Проектирование программных средств и архитектуры программных средств
,,,,У.1,Использовать современные CASE-средства
,,,,У.2,Собирать исходную информацию
,,,C/03.4,,Технические и управленческие ревизии создаваемого программного средства
,,,,У.1,Проектировать программные средства
,,E,,,Оценка и выбор варианта архитектуры программного средства
,,,E/04.5,,Оценка и выбор архитектуры развертывания каждого компонента
,,,,ТД.1,"Формулировка задач выбора архитектуры развертывания каждого компонента, включая цели, предположения и ограничения"
,,,,Зн.1,Архитектура развертывания компонентов
,,F,,,Контроль реализации программного средства
,,,F/01.5,,Идентификация и регистрация возможных проблем из-за деталей реализации компонент программных средств
,,,,Зн.3,"Основные концепции и атрибуты качества программного обеспечения (надежности, безопасности, удобства использования)"
,,I,,,Утверждение и контроль методов и способов взаимодействия программного средства со своим окружением
,,,I/04.6,,Выбор протоколов взаимодействия компонентов
,,,,ТД.1,"Формулирование задач выбора протоколов взаимодействия компонентов, включая цели, предположения и ограничения"
,,,,У.1,Оценивать и корректировать компоненты
,,,,Зн.1,Протоколы взаимодействия компонент
,06.026,,,,СИСТЕМНЫЙ АДМИНИСТРАТОР ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ СИСТЕМ
,,C,,,Управление программно-аппаратными средствами информационных служб инфокоммуникационной системы организации
,,,C/01.6,,"Установка персональных компьютеров, учрежденческой автоматической телефонной станции (УАТС), подключение периферийных и абонентских устройств"
,,,,ТД.8,Инсталляция программного обеспечения для поддержки работы пользователей
,,,,ТД.9,Настройка программного обеспечения для поддержки работы пользователей
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,06.028,,,,СИСТЕМНЫЙ ПРОГРАММИСТ
,,E,,,Интеграция разработанного системного программного обеспечения
,,,E/01.7,,Планирование интеграции разработанного системного программного обеспечения
,,,,У.5,Работать в используемой системе управления требованиями
,,,,Зн.5,"Скриптовые языки, средства управления заданиями"
,,,,Зн.9,Принципы построения сетевого взаимодействия
,,,,Зн.13,Устройство и принципы функционирования информационных систем
,,,,Зн.16,Программные средства и платформы инфраструктуры информационных технологий
,,,E/02.7,,Внедрение разработанного системного программного обеспечения
,,,,Зн.5,"Скриптовые языки, средства управления заданиями"
,25.027,,,,СПЕЦИАЛИСТ ПО РАЗРАБОТКЕ АППАРАТУРЫ БОРТОВЫХ КОСМИЧЕСКИХ СИСТЕМ
,,A,,,Операционно-техническое сопровождение разработки функциональных узлов бортовой аппаратуры (БА) космических аппаратов (КА)
,,,A/01.5,,Техническое сопровождение выпуска КД в процессе разработки БА КА
,,,,У.1,Работать с офисным программным обеспечением (ПО)
,,,,У.2,Работать в системах автоматизированного проектирования (САПР)
,,,,У.3,Оформлять документы в соответствии с требованиями стандартов Единой системы конструкторской документации (ЕСКД)
,,,A/03.5,,Проведение испытаний функциональных узлов БА КА
,,,,ТД.1,Макетирование механических узлов БА КА
,,,,ТД.2,Макетирование электронных узлов БА КА
,,,,ТД.5,Подготовка отчетов о результатах проведенных испытаний узлов БА КА
,,,,У.7,Работать в САПР
,,,,У.8,Работать с офисным ПО
,,B,,,Модернизация и техническое сопровождение разработки БА КА
,,,B/01.6,,Разработка технической документации для БА КА на основе модернизируемых технических решений
,,,,У.5,Работать с офисным ПО
,,,,У.6,Работать в САПР
,,,,Зн.14,Инженерная и компьютерная графика в объеме выполняемой функции
,,,B/02.6,,Техническое сопровождение изготовления БА КА и осуществление авторского надзора
,,,,У.4,Работать с офисным ПО
,,,B/03.6,,"Проведение исследований и испытаний БА КА и входящих в нее функциональных узлов, разработанных на основе модернизируемых технических решений"
,,,,У.6,Проводить электрические испытания БА КА
,,,,У.7,Работать с офисным ПО
,,,,У.8,Работать в САПР
,25.036,,,,СПЕЦИАЛИСТ ПО ЭЛЕКТРОНИКЕ БОРТОВЫХ КОМПЛЕКСОВ УПРАВЛЕНИЯ
,,A,,,Документальное и операционно-техническое сопровождение процесса создания и эксплуатации электронных средств и электронных систем бортовых комплексов управления (БКУ)
,,,A/02.5,,Операционное сопровождение процесса создания электронных средств и электронных систем БКУ
,,,,У.2,Применять средства моделирования и макетирования для операционного сопровождения процесса создания электронных средств и электронных систем БКУ
,,,,У.6,Работать с современными системами автоматизированного проектирования и системами электронного документооборота
,,,A/03.5,,Техническое обслуживание и ремонт электронных средств и электронных систем БКУ
,,,,У.1,Настраивать и регулировать электронные приборы и устройства
,,B,,,Создание электронных средств и электронных систем БКУ
,,,B/01.6,,Проведение исследований электронных средств и электронных систем БКУ
,,,,У.4,Производить моделирование и тестирование электронного оборудования
,,,,У.9,Работать с современными системами автоматизированного проектирования и системами электронного документооборота
,,,,У.11,"Осваивать новые образцы программных, технических средств и информационных технологий"
,,,B/02.6,,Проектирование электронных средств и электронных систем БКУ и осуществление контроля над их изготовлением
,,,,ТД.2,Отработка и отладка схемотехнических и конструкторских проектов электронных средств и электронных систем БКУ
,,,,ТД.4,Техническая поддержка при разработке системного проектирования и концепции построения электронных средств и электронных систем БКУ
,,,,У.2,Работать с современными системами автоматизированного проектирования и системами электронного документооборота
,,,B/03.6,,Испытание опытных образцов и модернизация электронных средств и электронных систем БКУ
,,,,ТД.2,Проведение испытаний электронных средств и электронных систем БКУ по разработанным методикам
,,,B/04.6,,Планирование и контроль технического обслуживания и ремонта электронных средств и электронных систем БКУ
,,,,У.2,Работать с современными системами автоматизированного проектирования и системами электронного документооборота
,,,,У.8,"Осваивать новые образцы программных, технических средств и информационных технологий"
,40.040   ,,,,ИНЖЕНЕР В ОБЛАСТИ РАЗРАБОТКИ ЦИФРОВЫХ БИБЛИОТЕК СТАНДАРТНЫХ ЯЧЕЕК И СЛОЖНОФУНКЦИОНАЛЬНЫХ БЛОКОВ
,,A,,,Разработка электрических схем и характеризация стандартных ячеек библиотеки
,,,A/01.6,,Разработка электрических схем стандартных ячеек библиотеки
,,,,ТД.2,Проверка функционирования электрических схем стандартных ячеек библиотеки
,,,,ТД.4,Исследование работы электрических схем стандартных ячеек на различную емкостную нагрузку
,,,,ТД.5,Исследование работы электрических схем стандартных ячеек с вариацией длительности фронта входного сигнала
,,,,Зн.6,Характеристики современных систем автоматизированного проектирования микроэлектроники и методы решения задач технологического и схемотехнического проектирования
,,,A/02.6,,Определение основных статических и динамических характеристик стандартных ячеек библиотеки
,,,,ТД.1,Измерение основных статических характеристик
,,,,ТД.2,Измерение основных динамических характеристик
,,,,У.2,Использовать функциональные возможности и способы применения программных пакетов систем автоматизированного проектирования
,,,,Зн.7,Характеристики современных систем автоматизированного проектирования микроэлектроники и методы решения задач технологического и схемотехнического проектирования
,,,A/03.6,,"Характеризация стандартных ячеек библиотеки, генерация файлов"
,,,,ТД.1,Разработка необходимых наборов тестов для верификации стандартных ячеек
,,,,ТД.2,"Определение значения задержек, значения времен установления и удержания сигнала стандартных ячеек"
,,,,Зн.7,"Специализированная система автоматизированного проектирования (моделирование и верификация моделей, написанных на языках описания аппаратуры)"
,,C,,,"Разработка поведенческих описаний моделей стандартных ячеек, разработка технической документации на состав библиотеки стандартных ячеек"
,,,C/01.6,,Поведенческое описание и тестирование моделей стандартных ячеек библиотеки
,,,,ТД.2,Разработка тестовых воздействий для проверки функционирования стандартных ячеек библиотеки
,,,,У.2,Использовать целевые системы автоматизированного проектирования
,,,C/02.6,,"Функционально-логическое моделирование стандартных ячеек библиотеки, проверка соответствия функционирования поведенческих моделей и электрических схем стандартных ячеек библиотеки"
,,,,ТД.1,Функционально-логическое моделирование стандартных ячеек библиотеки
,,,,У.6,Проводить тестирование цифровых устройств
,,,,Зн.6,"Специализированные системы автоматизированного проектирования (моделирование и верификация моделей, написанных на языках описания аппаратуры)"
,,,C/03.6,,Разработка технической документации на библиотеку стандартных ячеек
,,,,У.2,Работать с программными продуктами - текстовыми редакторами
,,,,Зн.6,Современные программные средства - текстовые процессоры
ПК-4,,,,,"Способен осуществлять эксплуатацию и управление программными, программно-аппаратными, инфокоммуникационными средствами вычислительной техники и интеграционными решениями"
,06.003,,,,АРХИТЕКТОР ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ
,,A,,,Создание вариантов архитектуры программного средства
,,,A/02.4,,Определение перечня возможных архитектур развертывания каждого компонента
,,,,У.1,Использовать современные Computer-Aided Software Engineering - средства (далее - CASE-средства)
,,,A/13.4,,Определение входных-выходных данных каждого компонента и программного средства в целом
,,,,У.2,Проводить исследования и анализ
,,B,,,Документирование архитектуры программных средств
,,,B/01.4,,Разработка документации программных средств в своей части
,,,,ТД.1,Описание информации по программным средствам в регламентирующих документах
,,,,У.1,Писать документацию
,,,,Зн.1,Требования по написанию документации
,,,B/02.4,,Поддержка изменений в документации
,,,,ТД.1,"Внесение изменений, замечаний, корректировок в регламентирующие документы"
,,,,У.1,Писать документацию
,,,,Зн.1,Требования к написанию документации
,,C,,,Реализация программных средств
,,,C/01.4,,Анализ качества кода: - анализ зависимостей; - статический анализ кода
,,,,ТД.3,Статистический анализ кода
,,,,У.1,Анализировать требования к программным средствам
,,,C/02.4,,Испытания создаваемого программного средства и его компонентов
,,,,ТД.1,Проектирование программных средств и архитектуры программных средств
,,,,У.1,Использовать современные CASE-средства
,,,C/03.4,,Технические и управленческие ревизии создаваемого программного средства
,,,,Зн.1,"Методы разработки, анализа и проектирования ПО"
,06.026,,,,СИСТЕМНЫЙ АДМИНИСТРАТОР ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ СИСТЕМ
,,C,,,Управление программно-аппаратными средствами информационных служб инфокоммуникационной системы организации
,,,C/02.6,,Управление доступом к программно-аппаратным средствам информационных служб инфокоммуникационной системы
,,,,ТД.1,Назначение прав доступа пользователей к программно-аппаратным средствам информационных служб инфокоммуникационной системы
,,,,ТД.2,Изменение прав доступа пользователей к программно-аппаратным средствам информационных служб инфокоммуникационной системы
,,,,ТД.3,Применение специальных процедур по управлению правами доступа пользователей к программно-аппаратным средствам информационных служб инфокоммуникационной системы
,,,,ТД.4,Контроль соблюдения прав доступа пользователей к программно-аппаратным средствам информационных служб инфокоммуникационной системы
,,,,ТД.5,Техническая поддержка пользователей в пределах выделенных зон ответственности по вопросам функционирования программного обеспечения на конечных устройствах пользователей
,,,,У.1,Идентифицировать права пользователей по доступу к программно-аппаратным средствам информационных служб инфокоммуникационной системы и/или ее составляющих
,,,,У.2,Применять специальные программно-аппаратные средства контроля доступа пользователей к программно-аппаратным средствам информационных служб инфокоммуникационной системы
,,,,У.3,"Пользоваться нормативно-технической документацией на администрируемые аппаратные, программно-аппаратные и программные средства"
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектуры аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.3,Инструкции по установке администрируемого телекоммуникационного оборудования
,,,,Зн.4,Инструкции по эксплуатации администрируемого телекоммуникационного оборудования
,,,,Зн.5,Инструкции по установке администрируемого компьютерного оборудования
,,,,Зн.6,Инструкции по эксплуатации администрируемого компьютерного оборудования
,,,,Зн.7,Инструкции по установке администрируемого сетевого оборудования
,,,,Зн.8,Инструкции по эксплуатации администрируемого сетевого оборудования
,,,,Зн.9,Инструкции по установке администрируемого периферийного оборудования
,,,,Зн.11,Инструкции по установке администрируемого абонентского оборудования
,,,,Зн.12,Инструкции по эксплуатации администрируемого абонентского оборудования
,,,,Зн.13,Принципы установки и настройки программного обеспечения
,,,,Зн.14,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,,,Зн.15,"Локальные правовые акты по организации доступа к программно-аппаратным средствам информационных служб, действующие в организации"
,,,,Зн.16,Английский язык на уровне чтения технической документации в области информационных и компьютерных технологий
,,,C/03.6,,"Мониторинг событий, возникающих в процессе работы инфокоммуникационной системы"
,,,,ТД.1,Наблюдение за работой инфокоммуникационной системы и/или ее составляющих
,,,,ТД.2,Обнаружение отклонений от штатного режима работы инфокоммуникационной системы и/или ее составляющих
,,,,ТД.3,Анализ отклонений от штатного режима работы инфокоммуникационной системы и/или ее составляющих
,,,,ТД.4,Устранение возникающих отклонений от штатного режима работы инфокоммуникационной системы и/или ее составляющих
,,,,Зн.1,"Типовые ошибки, возникающие при работе инфокоммуникационной системы, признаки их проявления при работе и методы устранения"
,,,,Зн.2,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.3,"Архитектуры аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.4,Инструкции по установке администрируемого телекоммуникационного оборудования
,,,,Зн.5,Инструкции по эксплуатации администрируемого телекоммуникационного оборудования
,,,,Зн.6,Инструкции по установке администрируемого компьютерного оборудования
,,,,Зн.7,Инструкции по эксплуатации администрируемого компьютерного оборудования
,,,,Зн.8,Инструкции по установке администрируемого сетевого оборудования
,,,,Зн.9,Инструкции по эксплуатации администрируемого сетевого оборудования
,,,,Зн.10,Инструкции по установке администрируемого периферийного оборудования
,,,,Зн.11,Инструкции по эксплуатации администрируемого периферийного оборудования
,,,,Зн.12,Инструкции по установке администрируемого абонентского оборудования
,,,,Зн.13,Инструкции по эксплуатации администрируемого абонентского оборудования
,,,,Зн.14,Принципы установки и настройки программного обеспечения
,,,,Зн.15,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,,,Зн.16,"Локальные правовые акты по организации доступа к программно-аппаратным средствам информационных служб, действующие в организации"
,,,,Зн.17,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы"
,,,C/04.6,,Восстановление работоспособности программно-аппаратных средств инфокоммуникационной системы и/или ее составляющих после сбоев
,,,,ТД.1,Анализ сбоев функционирования программно-аппаратных средств инфокоммуникационной системы и/или ее составляющих
,,,,ТД.2,Выявление причин возникновения аварийных ситуаций на программно-аппаратных средствах инфокоммуникационной системы и/или ее составляющих
,,,,ТД.3,Разработка схемы и процедуры послеаварийного восстановления работоспособности инфокоммуникационной системы и/или ее составляющих
,,,,ТД.4,Фиксирование причины и результатов восстановления работоспособности программно-аппаратных средств инфокоммуникационной системы и/или ее составляющих
,,,,Зн.1,Правила и методы технического обслуживания программно-аппаратных средств инфокоммуникационной системы и/или ее составляющих
,,,,Зн.2,Правила и методы ремонта программно-аппаратных средств инфокоммуникационной системы и/или ее составляющих
,,,,Зн.3,Методы и средства восстановления работоспособности программно-аппаратных средств инфокоммуникационной системы и/или ее составляющих после сбоев
,,,,Зн.4,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.5,"Архитектуры аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.6,Инструкции по установке администрируемого телекоммуникационного оборудования
,,,,Зн.7,Инструкции по эксплуатации администрируемого телекоммуникационного оборудования
,,,,Зн.8,Инструкции по установке администрируемого компьютерного оборудования
,,,,Зн.9,Инструкции по эксплуатации администрируемого компьютерного оборудования
,,,,Зн.10,Инструкции по установке администрируемого сетевого оборудования
,,,,Зн.11,Инструкции по эксплуатации администрируемого сетевого оборудования
,,,,Зн.12,Инструкции по установке администрируемого периферийного оборудования
,,,,Зн.13,Инструкции по эксплуатации администрируемого периферийного оборудования
,,,,Зн.14,Инструкции по установке администрируемого абонентского оборудования
,,,,Зн.15,Инструкции по эксплуатации администрируемого абонентского оборудования
,,,,Зн.16,Принципы установки и настройки программного обеспечения
,,,,Зн.17,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,,,Зн.18,"Локальные правовые акты по организации доступа к программно-аппаратным средствам информационных служб, действующие в организации"
,,,,Зн.19,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы"
,,,C/05.6,,"Протоколирование событий, возникающих в процессе работы инфокоммуникационной системы"
,,,,ТД.1,Фиксация отклонений от штатного режима работы инфокоммуникационной системы
,,,,ТД.2,Ведение журнала учета отклонений от штатного режима работы инфокоммуникационной системы
,,,,ТД.3,"Информирование сотрудников, отвечающих за устранение отклонений от штатного режима работы инфокоммуникационной системы"
,,,,Зн.1,"Техническая терминология, отражающая состояние инфокоммуникационной системы и ошибки в ее работе"
,,,,Зн.2,"Технические инструкции по работе с установленным аппаратным, программно-аппаратным и программным обеспечением и оборудованием"
,,,,Зн.4,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,,C/06.6,,"Ввод в эксплуатацию аппаратных, программно-аппаратных и программных средств инфокоммуникационной инфраструктуры совместно с представителями поставщиков оборудования"
,,,,ТД.1,"Разработка правил приемки, монтажа и испытания вводимых в эксплуатацию новых аппаратных, программно-аппаратных и программных средств инфокоммуникационной инфраструктуры"
,,,,ТД.3,Проверка соответствия выполненных работ требованиям проектной документации
,,,,Зн.1,Правила приемки и сдачи выполненных работ
,,,,Зн.2,Основы проектирования инфокоммуникационных систем
,,,,Зн.3,Основы монтажа инфокоммуникационных систем
,,,,Зн.4,Инструкции по установке программно-технических средств
,,,,Зн.5,Инструкции по эксплуатации программно-технических средств
,,D,,,Администрирование сетевой подсистемы инфокоммуникационной системы организации
,,,D/01.6,,Настройка сетевых элементов инфокоммуникационной системы
,,,,ТД.1,Установка сетевых элементов инфокоммуникационной системы
,,,,ТД.2,Подключение сетевых элементов инфокоммуникационной системы
,,,,ТД.3,Конфигурирование операционных систем сетевых элементов инфокоммуникационной системы
,,,,ТД.4,Проверка корректности функционирования администрируемых сетевых устройств и программного обеспечения
,,,,ТД.5,Документирование первоначальных и измененных параметров установки
,,,,ТД.6,"Протоколирование событий, возникающих в процессе функционирования администрируемых сетевых устройств и программного обеспечения"
,,,,ТД.7,Установка систем управления сетью
,,,,ТД.8,Настройка сетевого программного обеспечения
,,,,ТД.9,Конфигурирование базовых параметров и сетевых интерфейсов
,,,,ТД.10,"Конфигурирование протоколов сетевого, канального и транспортного уровня"
,,,,ТД.11,Проверка функционирования устройства после установки и настройки программного обеспечения
,,,,ТД.12,Конфигурирование протоколов управления
,,,,ТД.13,"Установка специального программного обеспечения для учета конфигураций, слежения за производительностью сетевой системы и защиты от несанкционированного доступа"
,,,,ТД.14,"Настройка специального программного обеспечения для учета конфигураций, слежения за производительностью сетевой системы и защиты от несанкционированного доступа"
,,,,ТД.15,Документирование базовой конфигурации сетевых элементов инфокоммуникационной системы
,,,,Зн.3,Модель Международной организации по стандартизации (ISO) для управления сетевым трафиком
,,,,Зн.4,Модели Института инженеров по электротехнике и радиоэлектронике (IEEE)
,,,,Зн.5,"Модели информационно-телекоммуникационной сети ""Интернет"""
,,,,Зн.6,Способы коммуникации процессов операционных систем
,,,,Зн.7,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.8,Инструкции по установке администрируемых сетевых устройств
,,,,Зн.9,Инструкции по эксплуатации администрируемых сетевых устройств
,,,,Зн.10,Инструкции по установке администрируемого программного обеспечения
,,,,Зн.11,Инструкции по эксплуатации администрируемого программного обеспечения
,,,,Зн.12,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,,,Зн.13,Английский язык на уровне чтения технической документации в области информационных и компьютерных технологий
,,,,Зн.14,Требования охраны труда при работе с сетевой аппаратурой администрируемой сети
,,,D/02.6,,Контроль использования ресурсов сетевых устройств и программного обеспечения
,,,,ТД.1,"Оценка производительности критических приложений, наиболее влияющих на производительность сетевых устройств и программного обеспечения в целом"
,,,,ТД.2,Планирование требуемой производительности сетевых устройств и программного обеспечения администрируемой сети
,,,,ТД.3,Оценка требуемой производительности сетевых устройств и программного обеспечения администрируемой сети
,,,,ТД.4,Ведение специального документа об оценке готовности системы
,,,,ТД.5,Использование утилит операционных систем
,,,,ТД.6,Установка дополнительных программных продуктов и их параметризация
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектуры аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.3,Кабельные и сетевые анализаторы
,,,,Зн.4,Метрики производительности
,,,,Зн.5,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.6,Модель взаимодействия открытых систем (OSI) ISO
,,,,Зн.7,Инструкции по установке администрируемых сетевых устройств
,,,,Зн.8,Инструкции по эксплуатации администрируемых сетевых устройств
,,,,Зн.9,Инструкции по установке администрируемого программного обеспечения
,,,,Зн.10,Инструкции по эксплуатации администрируемого программного обеспечения
,,,,Зн.11,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,,,Зн.12,Требования охраны труда при работе с сетевой аппаратурой администрируемой сети
,,,D/03.6,,Управление безопасностью сетевых устройств и программного обеспечения
,,,,ТД.1,Настройка параметров управления безопасностью операционных систем сетевых устройств
,,,,ТД.2,Установка специальных средств управления безопасностью сетевых устройств администрируемой сети
,,,,ТД.3,Установка средств обеспечения безопасности удаленного доступа
,,,,ТД.4,Настройка средств обеспечения безопасности удаленного доступа
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектуры аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.9,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.12,Модель ISO для управления сетевым трафиком
,,,,Зн.13,Модели IEEE
,,,,Зн.14,"Модели информационно-телекоммуникационной сети ""Интернет"""
,,,D/04.6,,Диагностика отказов и ошибок сетевых устройств и программного обеспечения
,,,,ТД.1,Поиск отказов сетевых устройств и программного обеспечения
,,,,ТД.2,Устранение отказов сетевых устройств и программного обеспечения
,,,,ТД.3,Поиск ошибок сетевых устройств и программного обеспечения
,,,,ТД.4,Устранение ошибок сетевых устройств и программного обеспечения
,,,,ТД.5,Документирование отказов и ошибок в работе сетевых устройств и программного обеспечения
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектуры аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.3,Инструкции по установке администрируемых сетевых устройств
,,,,Зн.4,Инструкции по эксплуатации администрируемых сетевых устройств
,,,,Зн.5,Инструкции по установке администрируемого программного обеспечения
,,,,Зн.6,Инструкции по эксплуатации администрируемого программного обеспечения
,,,,Зн.7,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.8,Модель ISO для управления сетевым трафиком
,,,,Зн.9,Модели IEEE
,,,,Зн.10,"Модели информационно-телекоммуникационной сети ""Интернет"""
,,,,Зн.11,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,,D/05.6,,Контроль производительности сетевой инфраструктуры инфокоммуникационной системы
,,,,ТД.1,Определение базовой производительности сетевой инфраструктуры инфокоммуникационной системы
,,,,ТД.3,Коррекция производительности сетевой инфокоммуникационной системы
,,,,ТД.4,Документирование отклонений производительности сетевой инфраструктуры инфокоммуникационной системы
,,,,У.1,Использовать современные стандарты при администрировании устройств и программного обеспечения
,,,,У.2,Применять штатные программно-аппаратные средства для контроля производительности сетевой инфраструктуры
,,,,У.3,Применять внешние программно-аппаратные средства для контроля производительности сетевой инфраструктуры
,,,,У.4,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектуры аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.3,Инструкции по установке администрируемых сетевых устройств
,,,,Зн.4,Инструкции по эксплуатации администрируемых сетевых устройств
,,,,Зн.5,Инструкции по установке администрируемого программного обеспечения
,,,,Зн.6,Инструкции по эксплуатации администрируемого программного обеспечения
,,,,Зн.7,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.8,Модель ISO для управления сетевым трафиком
,,,,Зн.9,Модели IEEE
,,,,Зн.10,"Модели информационно-телекоммуникационной сети ""Интернет"""
,,,,Зн.11,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,,D/06.6,,Проведение регламентных работ на сетевых устройствах и программном обеспечении инфокоммуникационной системы
,,,,ТД.1,Осуществление профилактических работ по поддержке сетевых устройств
,,,,ТД.2,Осуществление профилактических работ по поддержке программного обеспечения
,,,,ТД.3,Планирование стратегии восстановления сетевой системы и программного обеспечения инфокоммуникационной системы
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектуры аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.3,Инструкции по установке администрируемых сетевых устройств
,,,,Зн.4,Инструкции по эксплуатации администрируемых сетевых устройств
,,,,Зн.5,Инструкции по установке администрируемого программного обеспечения
,,,,Зн.6,Инструкции по эксплуатации администрируемого программного обеспечения
,,,,Зн.7,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.8,Модель ISO для управления сетевым трафиком
,,,,Зн.9,Модели IEEE
,,,,Зн.10,"Модели информационно-телекоммуникационной сети ""Интернет"""
,,,,Зн.11,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе
,,F,,,Администрирование системного программного обеспечения инфокоммуникационной системы организации
,,,F/01.7,,Установка системного программного обеспечения
,,,,ТД.1,Подготовка площадки и оборудования для установки операционных систем в соответствии с руководством по эксплуатации операционной системы
,,,,ТД.2,Инсталляция файл-сервера
,,,,ТД.3,Инсталляция программного обеспечения рабочих станций
,,,,ТД.4,Планирование структур каталогов (директорий)
,,,,ТД.5,Планирование пользователей и групп пользователей
,,,,ТД.6,Планирование процедур защиты информации
,,,,Зн.1,Максимальные ограничения по поддерживаемой операционной системой оперативной и дисковой памяти
,,,,Зн.2,Принципы информационной безопасности инфокоммуникационной системы
,,,,Зн.3,Модели доступа пользователей к инфокоммуникационной системе
,,,,Зн.4,Основы администрирования операционной системы
,,,,Зн.5,Основы безопасности функционирования инфокоммуникационной системы
,06.027,,,,СПЕЦИАЛИСТ ПО АДМИНИСТРИРОВАНИЮ СЕТЕВЫХ УСТРОЙСТВ ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ СИСТЕМ
,,C,,,Администрирование процесса контроля производительности сетевых устройств и программного обеспечения
,,,C/01.6,,Оценка производительности сетевых устройств и программного обеспечения
,,,,ТД.1,"Оценка производительности критических приложений, наиболее сильно влияющих на производительность сетевых устройств и программного обеспечения в целом"
,,,,ТД.2,Планирование требуемой производительности администрируемой сети
,,,,ТД.3,Фиксирование оценки готовности системы в специальном документе
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектура аппаратных, программных и программно-аппаратных средств администрируемой сети"
